"Sygnatura czasowa","Płeć","Wiek","Wykształcenie","W jakiej branży pracujesz?","Jakie stanowisko zajmujesz?","Gdzie mieszkasz?","Czy mieszkasz w Polsce, czy za granicą?","Jak korzystasz z „Więzi”? ","Czy jesteś Prenumeratorką/Prenumeratorem „Więzi”?","Co by Cię zachęciło do prenumeraty? ","Z jakiego rodzaju prenumeraty korzystasz?","Jeśli prenumerujesz „Więź”, szczególnie wspierasz naszą działalność. Co Cię do tego skłania?","Od jak dawna sięgasz po kwartalnik „Więź”?","Jak często odwiedzasz Więź.pl?","Należysz do grona Patronów i Darczyńców „Więzi”? Jeśli tak, napisz w kilku słowach, dlaczego wspierasz naszą działalność.","Skąd dowiedziałaś/dowiedziałeś się o „Więzi” – piśmie lub portalu?","Sięgasz po nasz kwartalnik lub czytasz nasz portal, bo „Więź”… (wybierz 1-3 odpowiedzi)","Co najchętniej czytasz w kwartalniku „Więź” (wybierz 1-3 odpowiedzi)?","Czego nie czytasz w kwartalniku „Więź” (wybierz 1-3 odpowiedzi)?","Czy czytasz treści dostępne tylko na Więź.pl (niepochodzące z kwartalnika)?","Dlaczego? ","Jaką kategorię treści najczęściej czytasz na Więź.pl?","Które z tematów obecnych na Więź.pl są dla Ciebie samej/samego najważniejsze (wybierz 1-5 odpowiedzi)?","Jakiego rodzaju tekstów (gatunki dziennikarskie) chcesz czytać więcej na Więź.pl (wybierz 1-3 odpowiedzi)? ","Na jakie tematy według Ciebie piszemy na Więź.pl za mało (wybierz 1-3 odpowiedzi)?","Jakich treści brakuje Ci na Więź.pl? ","W których mediach społecznościowych obserwujesz „Więź”?","Na których platformach Twoim zdaniem brakuje „Więzi""?","Zaznacz w skali od 1 do 10, gdzie 0 oznacza decydowanie nie, a 10 zdecydowanie tak.","Czy słuchasz regularnie podcastów?","Jakich podcastów słuchasz regularnie?","Czy subskrybujesz kanały na YouTube?","Jeśli tak, jakie to kanały?","Jakie są Twoje ulubione profile, które obserwujesz na Facebooku?","Jeśli masz jakieś sugestie lub uwagi, to prosimy podziel się nimi tutaj."
"2021/12/30 11:21:59 PM CET","Mężczyzna","26-35","Wyższe","Nauka","Menadżer/ka/kierownik/czka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Tak","Atrakcyjny dodatek, np. książka (przykład z zeszłego roku)","Rocznej prenumeraty druk + cyfra","Mam na bieżąco dostęp do artykułów i spojrzenia m.in. na problemy społeczne, które jest dla mnie inspirujące i dające do myślenia.","Od roku","Kilka razy w tygodniu","","Prawdopodobnie dzięki znalezieniu jakiegoś artykułu w wyszukiwaniach Google.","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Dział „Otwarta ortodoksja”","Felieton „Ksiądz z kobietą w kinie”","Tak","W odniesieniu do ostatniego pytania: interesuje mnie komentarz do wydarzeń bieżących.","Społeczeństwo","Dialog;Kryzys Kościoła;Papież Franciszek;Polityka;Wiara","Wiadomości z Kościoła;Felieton;Reportaż","Edukacja;Inne religie;Technologie","","Na żadnym z wymienionych","","8","Nie","","Tak","Naukowe, kolejowe, Makłowicz","Geologiczne, PAN, transportowe, związane z uczelnią",""
"2021/12/31 2:19:01 AM CET","Mężczyzna","51-65","Wyższe","Szkolenia","Starszy/a specjalista/ka","Miasto od 150 tys. do 500 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Kulturalny temat numeru;Dział „Dziedziniec dialogu”;Recenzje książek;Felieton Jerzego Sosnowskiego","Religijny temat numeru;Felieton „Ksiądz z kobietą w kinie”","Tak","","Kultura","Antysemityzm;Demokracja;Dialog;Film;Kryzys Kościoła;Kultura;Książka;LGBT","Publicystyka kulturalna;Wiadomości kulturalne","Duchowość;Etyka;Filozofia;Inne religie","","Facebook","","10","Nie","","Nie","","",""
"2021/12/31 9:16:15 AM CET","Mężczyzna","36-50","Wyższe","Handel","Menadżer/ka/kierownik/czka","Miasto powyżej 500 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu;Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru","Czytam od deski do deski","Nie","","Wiadomości","Demokracja;Kryzys Kościoła;Wiara","Publicystyka religijna;Wiadomości z Kościoła","Duchowość;Kościół;Społeczeństwo","","Facebook","","10","Tak","","Tak","","",""
"2021/12/31 2:23:44 PM CET","Mężczyzna","36-50","Wyższe","Handel","Dyrektor/ka","Wieś","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam cyfrowe wydanie kwartalnika na Więź.pl (mam wykupiony dostęp);Czytam kwartalnik w wersji na czytniki (plik PDF, epub lub mobi)","Tak i wspieram „Więź” poprzez Patronite","Tematyka i profil kwartalnika","Rocznej prenumeraty sponsorskiej druk + cyfra","Zależy mi na tym aby takie pismo na rynku działał. Brakuje mi też takich treści na rynku.","Od 3-5 lat","Kilka razy w miesiącu","Zależy mi na takim piśmie. Pasują mi wartości, które reprezentujecie.","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Pomaga mi wytrwać w Kościele","Religijny temat numeru;Dział Historia;Dział „Otwarta ortodoksja”;Dział „Dzieci Abrahama”;Dział „Dziedziniec dialogu”;Recenzje książek","Kulturalny temat numeru;Dyskusje redakcyjne;Felieton „Ksiądz z kobietą w kinie”;W galerii „Więzi”;Edytorial","Nie","Ciezko jest mi szukać specjalnie takich tresci. Zamiast strony wolałbym aplikacje w której mam nowe tresci na bieżąco. Mogę pobrac kwartalnik w formacie cyfrowym i/lub siegnac do numerów archiwalnych.","Historia","Antysemityzm;Dialog;Ewangelia;Kryzys Kościoła;Książka;Wiara;Żydzi","Publicystyka religijna;Felieton;Reportaż;Wywiad","Duchowość;Teologia;Wiara","Brakuje mi tekstów podstaw wiary chrześcijańskiej. Czytanie Pisma Świętego - z tlem historyczno kulturowym, polemiki interpretacyjne, rozne tłumaczenia itp. Brakuje tematow rozwijajacych i budujacych wiarę.","Facebook","Brak aplikacji jest największym problemem. Dobre i krotkie podcasty zawsze sa dobre!","9","Tak","Raport o stanie Świata! ","Tak","Bardzo różne.  Ale częściej uzywam FB","Tygodnik Powszechny i Więź","Brakuje mi troche wiekszej różnorodności, polemik, nowych twarzy. Nie zawsze publikowane teksty cehuje jednakowa jakość.  Trafialem na takie, ktorych czytanie bylo trudne. A zdarzały sie takie których nie przeczytalem bo nie bylem wstanie przebrnac. Czasami mialem wrazenie ze bylo to teksty nie pasujace do numeru."
"2021/12/31 6:54:22 PM CET","Mężczyzna","26-35","Wyższe","Prawo","Właściciel/ka","Miasto powyżej 500 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","Nie pamiętam ","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty","Religijny temat numeru","Edytorial","Tak","","Wiara","Ewangelia;Sztuka;Wiara","Publicystyka religijna;Publicystyka kulturalna","Etyka;Inne religie","","Na żadnym z wymienionych","","10","Nie","","Tak","Muzyczne","Nie obserwuję żadnych.",""
"2021/12/31 7:10:38 PM CET","Mężczyzna","26-35","Wyższe","Jestem duchownym","Młodszy/a specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Tak","","Rocznej prenumeraty druk + cyfra","W ""Więzi"" poruszane są ważne tematy dla Kościoła z innej (ciekawej) perspektywy.","Od około 2 lat","Kilka razy w tygodniu","","Pewien profesor na studoach polecał artykuły z ""Więzi"" i tak sobie czytałem i czytam mimo tego, że socjologię już dawno zaliczyłem.","Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;To „moje pismo” / „mój portal”","Religijny temat numeru;Felieton Michała Zioły;Felieton Jerzego Sosnowskiego","Edytorial","Tak","Wyświetlają mi sie w mediach społecznościowych (FB)","Wiara","Biskupi;Ewangelia;Kryzys Kościoła;LGBT;Papież Franciszek","Publicystyka religijna;Wiadomości z Kościoła;Felieton","Duchowość;Filozofia;Gospodarka","","Facebook;Spotify","","9","Tak","Jak dotąd tp pamoetam tylko serie ""Przeczekamy i prosimy o przeczekanie""","Tak","","",""
"2022/01/01 10:07:17 AM CET","Kobieta","36-50","Wyższe","Rozwoj metody Godly Play w Polsce","Właściciel/ka","Miasto od 50 tys. do 150 tys.","Za granicą","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","Ostatnio chcialam wykupic i zawieszal sie system płatności","","","","","","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Religijny temat numeru;Dyskusje redakcyjne","Dział Historia;Felieton Michała Zioły;Felieton „Ksiądz z kobietą w kinie”","Tak","Latwy dostep z telefonu","Społeczeństwo","Kryzys Kościoła","Publicystyka religijna;Publicystyka społeczno-polityczna;Felieton;Reportaż","Trudno mi cokolwiek krytykować ","Miejsce dzieci w Kościele i ich dyskryminacja","Facebook","Jak dla mnie ok","10","Nie","","Nie","","Samo mi sie to wyswietla","Od dłuższego czasu jako osoba zajmujaca sie dziecmi w Kosciele i pracujaca metoda Godly Play staram sie zainteresowac doslownie kogokolwiek w Kosciele ta metoda ale rowniez nowymi odkryciami pedagogiki katechizacji i podejscia do dziecka. Zalezy mi aby zaprzestano dyskryminacji dzieci w Kosciele poprzez nieadekwatne pomieszczenia, liturgie , wymuszanie postaw i recytowanie bezmyslne modlitw. Moze Panstwo zainteresujecie sie tematem..."
"2022/01/01 1:11:27 PM CET","Kobieta","36-50","Wyższe","Edukacja","Specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","Jestem zdecydowana wykupić prenumeratę na 2022 rok","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;nie powiela klisz, wykuwa szersze spojrzenie na rzeczywistość, daje głos ekspertom","Religijny temat numeru","czytam materiały dostępne online","Tak","nie mam jeszcze wykupionej prenumeraty","Społeczeństwo","Biskupi;Dialog;Historia;Kryzys Kościoła;Literatura","Publicystyka zagraniczna;Felieton;Reportaż","Edukacja;Technologie","","Facebook","","10","Tak","Dariusza Rosiaka, BBC 4 o nauce i etyce","Nie","","eKAI, Vatican News, Program Drugi Polskiego Radia",""
"2022/01/02 4:01:36 PM CET","Mężczyzna","36-50","Wyższe","Edukacja","Specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika","Nie","gdyby było więcej o wierze (w sensie głębokich analiz, szukania rozwiązań), a o kulturze i społeczeństwie w wymiarze bardziej antropologicznym czy pogłębionej refleksji (np. brakuje dziś w mediach głębokich refleksji o różnych sytuacjach politycznych, edukacyjnych, kulturowych - przeważa publicystyka, czarno-białe oceny, w Więzi np. brak myśli bardziej konserwatywnej itp). ","","","","","","Więź jest ""od zawsze"" w sklepie","Opisuje świat z perspektywy chrześcijańskiej;porusza ważne tematy, choć zbyt jednostronnie","Religijny temat numeru;Dział „Otwarta ortodoksja”;Dział „Dzieci Abrahama”;Dział „Dziedziniec dialogu”;Dyskusje redakcyjne;Recenzje książek","Kulturalny temat numeru;Dział „Z drugiej strony Bugu”;Dział Historia;Felieton Jakuba Wygnańskiego;Felieton Michała Zioły;Felieton Jerzego Sosnowskiego","Nie","czytam wersję papierową","Wiara","Dialog;Ewangelia;Kryzys Kościoła;Wiara;Żydzi","nie lubię publicystyki, ale kupuję Więź, jeśli są ciekawe dyskusje, artykuły na ważne religijnie, społecznie, kulturowo tematy","Duchowość;Edukacja;Inne religie;Kościół;Sport;Teologia;Wiara","zdecydowanie brak batalii o jakość edukacji (byle nie politycznie poprawna), o naukowych odkryciach istotnych z punktu widzenia naszej planety i codziennego życia, a także co się dzieje w teologii na świecie","Na żadnym z wymienionych","nie wiem","5","Nie","","Nie","","",""
"2022/01/02 5:52:56 PM CET","Mężczyzna","Ponad 65","Wyższe","Kultura i sztuka","Specjalista/ka","Miasto od 150 tys. do 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika","Tak","","Rocznej prenumeraty druk + cyfra","Treści arytkułów","Od około 2 lat","Rzadko, nieregularnie","","Zaciekawiła mnie okładka/treść w punkcie sprzedaży","Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Religijny temat numeru;Dział „Otwarta ortodoksja”","Czytam od deski do deski","Nie","Rzadko odwiedzam wiez.pl","","","","","","","","7","Nie","","Nie","","",""
"2022/01/03 11:07:01 AM CET","Mężczyzna","51-65","Wyższe","Produkcja","Właściciel/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam cyfrowe wydanie kwartalnika na Więź.pl (mam wykupiony dostęp)","Tak","","Rocznej prenumeraty sponsorskiej druk + cyfra","Wasze teksty stanowią dla mnie źródło pogłębionej refleksji nad wiarą, kulturą i społeczeństwem.","Od 10-30 lat","Rzadko, nieregularnie","","od zawsze pamiętam mojego ojca czytającego Więź","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Kulturalny temat numeru;Felieton Jakuba Wygnańskiego;Dział „Dzieci Abrahama”;Dyskusje redakcyjne;Edytorial","Dział Historia","Nie","","Społeczeństwo","Antysemityzm;Demokracja;Kryzys Kościoła;Żydzi","Publicystyka religijna;Wywiad","Duchowość;Filozofia","","Na żadnym z wymienionych","","9","Tak","Podkast Powszechny, Skądinąd, Polityka Insiight","Tak","OKO.press, Brama Grodzka, Najprościej Mówiąc","",""
"2022/01/03 5:05:00 PM CET","Kobieta","36-50","Wyższe","Edukacja","Specjalista/ka","Wieś","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Tak","Atrakcyjna treść, pogłębione spojrzenie,  zróżnicowane punkty widzenia ","Rocznej prenumeraty druk + cyfra","Cenię czasopismo za wysoki poziom treści","Od około 2 lat","Kilka razy w miesiącu","Nie należę ","Nie pamiętam skąd. Od dawna znałam czasopismo","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru","Czytam od deski do deski","Tak","Ciekawi mnie bierzące komentowanie życia politycznego i kościelnego","Społeczeństwo","Demokracja;Dialog;Kryzys Kościoła;Kultura;Migracje, uchodźcy;Papież Franciszek;Wiara;Żydzi","Wiadomości z Kościoła","Edukacja","Nie wiem","Na żadnym z wymienionych","Nie wiem","10","Nie","Nie słucham","Nie","","Nie mam takich",""
"2022/01/03 9:12:53 PM CET","Mężczyzna","51-65","Wyższe","Administracja, księgowość i kadry","Dyrektor/ka","Miasto do 50 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;To „moje pismo” / „mój portal”;Jest tytułem, z którym jestem związana/związany od lat;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Religijny temat numeru","Czytam od deski do deski","Tak","","Wiara","Antysemityzm;Biskupi;Dialog;Ewangelia;Kryzys Kościoła;LGBT;Papież Franciszek;Unia Europejska;Wiara;Żydzi","Publicystyka religijna;Publicystyka społeczno-polityczna;Wiadomości z Kościoła;Felieton;Reportaż;Wywiad","Duchowość;Gospodarka","","Na żadnym z wymienionych","","10","Nie","","Nie","","","Trwajcie, upowszechniajcie się (kluby dyskusyjne? Kluby czytelników?)"
"2022/01/04 1:13:28 PM CET","Mężczyzna","Ponad 65","Wyższe","szkolnictwo wyższe i nauka","Starszy/a specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam cyfrowe wydanie kwartalnika na Więź.pl (mam wykupiony dostęp);Czytam kwartalnik w wersji na czytniki (plik PDF, epub lub mobi)","Tak i wspieram „Więź” poprzez darowizny","","Rocznej prenumeraty sponsorskiej druk + cyfra","Poziom i tematyka pisma","Od ponad 50 lat","Codziennie","","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru;Dział „Czytanie świata”;Dział „Z drugiej strony Bugu”;Dział Historia;Dział „Dzieci Abrahama”;Felieton Michała Zioły;Felieton „Ksiądz z kobietą w kinie”;Recenzje książek;Felieton Jerzego Sosnowskiego;Edytorial","Felieton Jakuba Wygnańskiego;Dział „Dziedziniec dialogu”;Dyskusje redakcyjne;W galerii „Więzi”","Tak","Bo interesujace","Wiara","Aborcja;Antysemityzm;Biskupi;Demokracja;Ewangelia;Kryzys Kościoła;Książka;Polityka;Sztuka;Wiara;Żydzi","Publicystka historyczna;Publicystyka religijna;Publicystyka społeczno-polityczna;Wiadomości z Kościoła","Duchowość;Filozofia;Kościół","Teologicznych","Na żadnym z wymienionych","","10","Nie","","Nie","","",""
"2022/01/05 11:36:42 AM CET","Kobieta","36-50","Wyższe","Edukacja","Starszy/a specjalista/ka","Miasto do 50 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru","Czytam od deski do deski","Tak","","Wiadomości","Antysemityzm;Kryzys Kościoła;Kultura;Pedofilia w Kościele;Żydzi","Publicystyka religijna;Publicystyka kulturalna;Wywiad","Inne religie","","Na żadnym z wymienionych","","8","Nie","","Tak","Sekielski brothers, EWST, Stan po Burzy","",""
"2022/01/05 11:22:57 PM CET","Kobieta","Do 25","Podstawowe","Jeszcze się uczę/studiuję","Praktykant/ka/stażysta/ka","Wieś","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest pismem katolickim, a ja chcę poznać inną dla mnie perspektywę (nie jestem katoliczką)","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru;Dział Historia","Felieton Jakuba Wygnańskiego","Tak","Nie czuję potrzeby czytania kwartalnika, wystarczają mi wasze artykuły na stronie","Wiadomości","Migracje, uchodźcy;Pedofilia w Kościele;Poezja","Wiadomości kulturalne;Reportaż;Wywiad","Inne religie","","Na żadnym z wymienionych","","1","Tak","True-crime głównie","Tak","Krzysztof M. Maj, Karolina Żebrowska, Na Gałęzi, Requer, Hosico Cat, Kotperski, Aga Rojek","Historyczne Memy, Tygodnik Nie","Czasem czytam wasze pismo, żeby poznać inną perspektywę (nigdy nie byłam katoliczką). I wasze pismo zaspokaja tę moją potrzebę. Choć nie ukrywam, że najbardziej lubię wasze teksty o kulturze, a nie o religii."
"2022/01/06 1:54:57 PM CET","Mężczyzna","36-50","Wyższe","Produkcja","Starszy/a specjalista/ka","Miasto do 50 tys.","W Polsce","Czytam papierowe wydanie kwartalnika","Nie, ale regularnie kupuje „Więź”","Jest ok.","","","","","","Od 30 lat czytam Więź. Z biblioteki.","Jest tytułem, z którym jestem związana/związany od lat","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru","Czytam od deski do deski","Tak","Ważna wiedza.","Wiara","Antysemityzm;Demokracja;Dialog;Kryzys Kościoła;LGBT","Publicystka historyczna;Publicystyka religijna;Wywiad","Inne religie;Sport;Technologie","Czy kapłaństwo jest jeszcze potrzebne (Ratzinger)","Na żadnym z wymienionych","Nie wiem","10","Tak","Tok FM......","Nie","Nie.","Brak ","Podziwiam Waszą walkę o przetrwanie. Bez Więzi nie będzie Europy."
"2022/01/06 4:31:17 PM CET","Kobieta","26-35","Wyższe","IT","Specjalista/ka","Miasto do 50 tys.","W Polsce","Czytam papierowe wydanie kwartalnika","Tak","","Rocznej prenumeraty druk + cyfra","Lubię po prostu czytać ""Więź"".","Od roku","Rzadko, nieregularnie","","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Religijny temat numeru;Dział „Otwarta ortodoksja”","Kulturalny temat numeru","Nie","Rzadko czytam w formie elektronicznej.","Wiara","Aborcja;Dialog;Kryzys Kościoła;Książka;Wiara","Publicystyka religijna;Publicystyka społeczno-polityczna;Publicystyka zagraniczna","","","Na żadnym z wymienionych","","10","Nie","","Nie","","nie uzywam facebooka",""
"2022/01/07 10:09:53 AM CET","Mężczyzna","36-50","Wyższe","IT","Specjalista/ka","Miasto od 150 tys. do 500 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Kulturalny temat numeru;Felieton Jerzego Sosnowskiego","Recenzje książek","Tak","","Kultura","Demokracja;Dialog;Literatura;Unia Europejska;Wiara","Publicystyka społeczno-polityczna;Publicystyka kulturalna;Felieton","Społeczeństwo","","Na żadnym z wymienionych","","10","Nie","","Nie","","",""
